CLIENTE;NRO. VA01/VA21;POS VA01/VA21;CLASE DE DOC;REF.CLIENTE;DOC. REF;PRIORIDAD;MOT. RECHAZO;INDICADOR DE BLOQUEO;FECHA DE BLOQUEO;OPERADOR DE VA;CODIGO ITEM;DESCRIPCION ITEM;CANTIDAD SOLICITADA;TIPO DE ITEM;ESTADO ITEM;CENTRO;PLAZO LOGISTICO;FECHA DE EMISION NECESIDAD;FECHA ENTREGA ESPERADA;MES ENTREGA;NRO. SOLPED;POS. SOLPED;REPARTOS;FECHA EMISION SOLPED;FECHA APROBACION SOLPED;GRUPO DE COMPRA;NRO. OC;POS. OC;ALMACEN OC;Q CANT. OC;OPERADOR OC;FECHA EMISION OC;FECHA APROBACION FINAL OC;PRIMERA FECHA ENTREGA OC;FECHA ENTREGA OC;GRUPO DE COMPRA OC;PROVEEDOR;ADJUDICADO EN OC;CANTIDAD PENDIENTE DE ADJUDICAR;CANTITAD TOTAL PENDIENTE RECEP.;CANTIDAD TOTAL RECEPCIONADA;NRO. RECEPCION;FECHA RECEPCION;ALMACEN RECEPCION 1;NRO POSICION RECEPCION 1;Q RECEP. DE OC;FECHA SELLO;OPERADOR RECEPCION;TEXTO COMENTARIO;NRO. VL;CANTIDAD PICKING;Q VL;OPERADOR PICKING;FECHA PICKING;FECHA CONTABILIZACION VL;NRO DE CARGA;TXT CARGA;RESPONSABLE DE CARGA;FECHA DE CARGA;NRO. ALMACENAMIENTO;CANTIDAD ALMACENADA;OPERADOR ALMACENAMIENTO;FECHA ALMACENAMIENTO (LOGIN);FECHA DE ALMACENAMIENTO SELLO;NRO. CONSUMO;CANT. CONSUMO;FECHA CONSUMO;TIEMPO DE APROBACION SOLPED;COLOCACION OC;TIEMPOS DE APROBACION OC;ENTREGA VA01/OC;PRIMERA RECEPCIÓN - ENTREGA;PRIMERA RECEPCIÓN - TIEMPOS RECEPCIÓN;TIEMPO PICKING;EMBALAJE;CAMION;TIEMPOS RECEPCION CLIENTE;ENTREGA AL CLIENTE;DIAS DE DEMORA SAP;TIEMPO EMISION / ENTREGA;FECHA CUMPLIMIENTO FINAL UNIFICADA;CLI;CARACTER DE GC;OPERADOR PICKING ROSARIO;OPERADOR PICKING SJ;dGESTION OC;dPLAZO DE ENTREGA;dREGISTRO DE RECEPCION;dPICKING;dEXPEDICION;LIBERACION SOLPED;GESTION OC CS;COLOCACION OC CS;LIBERACION OC CS;ENTREGA DEL PROVEEDOR CS;PLAZO DE ENTREGA EXCEDIDO CS;GESTION OC SEDE;COLOCACION OC SEDE;LIBERACION OC SEDE;ENTREGA DEL PROVEEDOR SEDE;PLAZO DE ENTREGA EXCEDIDO SEDE;GESTION OC EQUIPOS;COLOCACION OC EQUIPOS;LIBERACION OC EQUIPOS;ENTREGA DEL PROVEEDOR EQUIPOS;PLAZO DE ENTREGA EXCEDIDO EQUIPOS;CARACTER ALMACEN RECEPCION;REGISTRO DE RECEPCION ALMACEN ROSARIO;REGISTRO DE RECEPCION ALMACEN SAN JUAN;CADENA DE SUMINISTRO;ALMACEN ;COMPRAS ABASTECIMIENTO;COMPRAS EQUIPOS
"00001 GENERAL SEDE&#160;";1000070725;50;ZPAN;PM 101 647 ALIMENTO;;0;;;;DYANEZ;1010733;LECHE EN POLVO DESCREMADA X800GR;8;Materiales usuales;CUMPLIDO;MM01;1;22/7/2025;5/8/2025;agosto;10126692;50;1;22/7/2025;22/7/2025;C17;4500104828;40;2001;1;MALVAREZ;29/7/2025;29/7/2025;5/8/2025;7/8/2025;C17;SUP. MAYORISTAS YAGUAR S.A.;8;0;0;8;5000141101;6/8/2025;2001;4;1;6/8/2025;AITURRIETA;;8000074122;8;1;AITURRIETA;6/8/2025;6/8/2025;;;;;;0;;;;;;;;;;;;;;;;;;1;;6/8/2025;00001;SEDE;0;0;-2;-3;0;0;;;;;;;;2;;;;3;;;;;;GESTION SAN JUAN;;;;;1;
"00001 GENERAL SEDE&#160;";1000070725;60;ZPAN;PM 101 647 ALIMENTO;;0;;;;DYANEZ;1010736;TE NEGRO EN SAQUITOS XCAJA;4;Materiales usuales;CUMPLIDO;MM01;1;22/7/2025;5/8/2025;agosto;10126692;60;1;22/7/2025;22/7/2025;C17;4500104828;50;2001;1;MALVAREZ;29/7/2025;29/7/2025;5/8/2025;7/8/2025;C17;SUP. MAYORISTAS YAGUAR S.A.;4;0;0;4;5000141101;6/8/2025;2001;5;1;6/8/2025;AITURRIETA;;8000074122;4;1;AITURRIETA;6/8/2025;6/8/2025;;;;;;0;;;;;;;;;;;;;;;;;;1;;6/8/2025;00001;SEDE;0;0;-2;-3;0;0;;;;;;;;2;;;;3;;;;;;GESTION SAN JUAN;;;;;1;
"00001 GENERAL SEDE&#160;";1000070725;70;ZPAN;PM 101 647 ALIMENTO;;0;;;;DYANEZ;1010731;EDULCORANTE SOBRE X400UN;5;Materiales usuales;CUMPLIDO;MM01;1;22/7/2025;5/8/2025;agosto;10126692;80;1;22/7/2025;22/7/2025;C17;4500104828;60;2001;1;MALVAREZ;29/7/2025;29/7/2025;5/8/2025;7/8/2025;C17;SUP. MAYORISTAS YAGUAR S.A.;5;0;0;5;5000141101;6/8/2025;2001;6;1;6/8/2025;AITURRIETA;;8000074122;5;1;AITURRIETA;6/8/2025;6/8/2025;;;;;;0;;;;;;;;;;;;;;;;;;1;;6/8/2025;00001;SEDE;0;0;-2;-3;0;0;;;;;;;;2;;;;3;;;;;;GESTION SAN JUAN;;;;;1;
"00001 GENERAL SEDE&#160;";1000070810;10;ZPAN;PM101 649 Escritorio;;0;;;;DYANEZ;1011176;SILLON NEGRO OPERATIVO C APOYAB Y RUEDAS;5;Materiales usuales;CUMPLIDO;MM01;1;23/7/2025;13/8/2025;agosto;10126795;10;1;23/7/2025;23/7/2025;C19;4500105125;10;2001;1;VBARRA;1/8/2025;1/8/2025;12/8/2025;24/8/2025;C19;DIAZ MERINO SRL;5;0;0;5;5000142888;21/8/2025;2001;1;4;21/8/2025;AITURRIETA;;8000074190;5;2;AITURRIETA;7/8/2025;7/8/2025;;;;;4900355427;3;BGUERRA;22/8/2025;21/8/2025;;;;;;;;;;;;;;;8;;21/8/2025;00001;SEDE;0;0;-9;-12;0;-14;;;;;;;;9;;;;12;;;;;;GESTION SAN JUAN;;;;;1;
"00001 GENERAL SEDE&#160;";1000072751;150;ZPAN;PM 101 657 PM art.LI;;0;;;;DYANEZ;1012841;IESCOBILLA CEPILLO PARA INODORO BASE PVC;8;Materiales genericos;CUMPLIDO;MM01;1;25/8/2025;8/9/2025;septiembre;10129357;150;1;25/8/2025;25/8/2025;C17;4500107239;40;2001;1;MALVAREZ;28/8/2025;28/8/2025;3/9/2025;3/9/2025;C17;PRANAMAR S.R.L.;8;0;0;8;5000145875;16/9/2025;2001;1;1;15/9/2025;AITURRIETA;;8000076727;8;1;AITURRIETA;16/9/2025;16/9/2025;;;;;;0;;;;;;;;;;;;;;;;;;7;;16/9/2025;00001;SEDE;0;0;-8;4;1;0;;;;;;;;8;;;;;;;;;;GESTION SAN JUAN;;;;;1;
"00001 GENERAL SEDE&#160;";1000072946;10;ZPAN;PM 101 662 LIBRERIA;;0;;;;DYANEZ;1012839;PORTA BLOCK CON CLIP A4 PLASTICO X UND;12;Materiales genericos;CUMPLIDO;MM01;1;28/8/2025;11/9/2025;septiembre;10129638;10;1;28/8/2025;28/8/2025;C17;4500107639;10;2001;1;MALVAREZ;2/9/2025;2/9/2025;9/9/2025;22/9/2025;C17;AGUDO DOHMEN MARIA ROMINA;12;0;0;12;5000147182;29/9/2025;2001;1;1;25/9/2025;AITURRIETA;;8000077438;12;1;AITURRIETA;29/9/2025;29/9/2025;;;;;;0;;;;;;;;;;;;;;;;;;14;;29/9/2025;00001;SEDE;0;0;-15;-12;4;0;;;;;;;;15;;;;12;;;;;;GESTION SAN JUAN;;3;;1;1;
"00001 GENERAL SEDE&#160;";1000074910;100;ZPAN;PM 101 674 ART. LIMP;;0;;;;DYANEZ;1012841;TOALLAS DE PAPEL X PAQUETE POR CAJA MARC;8;Materiales genericos;CUMPLIDO;MM01;1;30/9/2025;14/10/2025;octubre;10132137;100;1;30/9/2025;30/9/2025;C17;4500110394;10;2001;1;MALVAREZ;9/10/2025;9/10/2025;13/10/2025;13/10/2025;C17;VALLEJOS GASTON EMILIANO;8;0;0;8;5000149440;20/10/2025;2001;1;1;18/10/2025;AITURRIETA;;8000078662;8;1;AITURRIETA;20/10/2025;20/10/2025;;;;;;0;;;;;;;;;;;;;;;;;;4;;20/10/2025;00001;SEDE;0;0;-5;0;2;0;;;;;;;;5;;;;;;;;;;GESTION SAN JUAN;;1;;1;1;
"00001 GENERAL SEDE&#160;";1000074910;130;ZPAN;PM 101 674 ART. LIMP;;0;;;;DYANEZ;1012841;DETERGENTE MAGISTRAL X 500 ML;6;Materiales genericos;CUMPLIDO;MM01;1;30/9/2025;14/10/2025;octubre;10132137;130;1;30/9/2025;30/9/2025;C17;4500110017;40;2001;1;MALVAREZ;3/10/2025;3/10/2025;8/10/2025;8/10/2025;C17;PRANAMAR S.R.L.;6;0;0;6;5000149447;20/10/2025;2001;1;1;17/10/2025;AITURRIETA;;8000078666;6;1;AITURRIETA;20/10/2025;20/10/2025;;;;;;0;;;;;;;;;;;;;;;;;;3;;20/10/2025;00001;SEDE;0;0;-4;5;3;0;;;;;;;;4;;;;;;;;;;GESTION SAN JUAN;;2;;1;1;
"00001 GENERAL SEDE&#160;";1000075288;10;ZPAN;PM101 678 MANGUERA R;;0;;;;DYANEZ;1012892;MANGUERA RIEGO ALTA RESIST. GOMA TELA 19;100;Materiales genericos;CUMPLIDO;MM01;1;6/10/2025;20/10/2025;octubre;10132623;10;1;6/10/2025;6/10/2025;C13;4500110612;10;2001;1;MALVAREZ;13/10/2025;13/10/2025;17/10/2025;30/10/2025;C13;TODO GOMA SOC RESP LTDA;100;0;0;100;5000150480;28/10/2025;2001;1;3;28/10/2025;AITURRIETA;;8000079235;100;1;AITURRIETA;28/10/2025;28/10/2025;;;;;4900380204;100;GQUIROGA;3/11/2025;28/10/2025;;;;;;;;;;;;;;;8;;28/10/2025;00001;SEDE;0;0;-9;-11;0;0;;;;;;;;9;;;;11;;;;;;GESTION SAN JUAN;;;;;1;
"00001 GENERAL SEDE&#160;";1000076590;20;ZPAN;COMPRA OCT;;0;;;;AJORGE;1010740;YERBA MATE EN SAQUITOS X CAJA 50 UN.;20;Materiales usuales;CUMPLIDO;MR01;1;27/10/2025;3/11/2025;noviembre;10134380;20;1;27/10/2025;27/10/2025;C17;4500112099;10;2001;1;GJULIANI;31/10/2025;31/10/2025;7/11/2025;7/11/2025;C17;MICROPACK LUCIO DI SANTO SA;20;0;0;20;5000151507;6/11/2025;2001;1;1;6/11/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;3;;6/11/2025;00001;SEDE;;;-4;-5;0;;;;;;;;;4;;;;5;;;;;;GESTION ROSARIO;;;;;1;
"00001 GENERAL SEDE&#160;";1000076590;40;ZPAN;COMPRA OCT;;0;;;;AJORGE;1033806;TE BOLDO SAQUITOS X CAJA;12;Materiales Stock S/Devol;CUMPLIDO;MR01;1;27/10/2025;3/11/2025;noviembre;10134380;40;1;27/10/2025;27/10/2025;C17;4500112099;20;2001;1;GJULIANI;31/10/2025;31/10/2025;7/11/2025;7/11/2025;C17;MICROPACK LUCIO DI SANTO SA;12;0;0;12;5000151507;6/11/2025;2001;2;1;6/11/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;3;;6/11/2025;00001;SEDE;;;-4;-5;0;;;;;;;;;4;;;;5;;;;;;GESTION ROSARIO;;;;;1;
"00001 GENERAL SEDE&#160;";1000076590;50;ZPAN;COMPRA OCT;;0;;;;AJORGE;1043004;VINAGRE DE ALCOHOL 500 ML.;12;Materiales usuales;CUMPLIDO;MR01;1;27/10/2025;3/11/2025;noviembre;10134380;50;1;27/10/2025;27/10/2025;C17;4500112099;30;2001;1;GJULIANI;31/10/2025;31/10/2025;7/11/2025;7/11/2025;C17;MICROPACK LUCIO DI SANTO SA;12;0;0;12;5000151507;6/11/2025;2001;3;1;6/11/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;3;;6/11/2025;00001;SEDE;;;-4;-5;0;;;;;;;;;4;;;;5;;;;;;GESTION ROSARIO;;;;;1;
"00001 GENERAL SEDE&#160;";1000076590;60;ZPAN;COMPRA OCT;;0;;;;AJORGE;1012860;ACEITE GIRASOL X1,5L;24;Materiales genericos;CUMPLIDO;MR01;1;27/10/2025;3/11/2025;noviembre;10134380;60;1;30/10/2025;30/10/2025;C22;4500112099;40;2001;1;GJULIANI;31/10/2025;31/10/2025;7/11/2025;7/11/2025;C17;MICROPACK LUCIO DI SANTO SA;24;0;0;24;5000151507;6/11/2025;2001;4;1;6/11/2025;LNASUTI;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;3;;6/11/2025;00001;SEDE;;;-4;-5;0;;;;;;;;;4;;;;5;;;;;;GESTION ROSARIO;;;;;1;
"00001 GENERAL SEDE&#160;";1000076706;60;ZPAN;PM 101 686 ITEMS LIM;;0;;;;DYANEZ;1009626;DESODORANTE LIQUIDO P PISO X5LT;30;Materiales usuales;CUMPLIDO;MM01;1;28/10/2025;11/11/2025;noviembre;10134591;60;1;28/10/2025;29/10/2025;C17;4500113276;10;2001;1;MALVAREZ;15/11/2025;15/11/2025;18/11/2025;18/11/2025;C17;VALLEJOS GASTON EMILIANO;30;0;0;30;5000155879;17/12/2025;2001;1;1;1/12/2025;AITURRIETA;;8000082132;30;1;AITURRIETA;17/12/2025;17/12/2025;;;;;;0;;;;;;;;;;;;;;;;;;20;;17/12/2025;00001;SEDE;0;0;-21;-8;16;0;;;;;;;;21;;;;8;;;;;;GESTION SAN JUAN;;15;;1;1;
"00001 GENERAL SEDE&#160;";1000076706;80;ZPAN;PM 101 686 ITEMS LIM;;0;;;;DYANEZ;1009651;FRANELA;10;Materiales usuales;CUMPLIDO;MM01;1;28/10/2025;11/11/2025;noviembre;10134591;80;1;28/10/2025;29/10/2025;C17;4500112922;10;2001;2;MALVAREZ;11/11/2025;11/11/2025;14/11/2025;14/11/2025;C17;PRANAMAR S.R.L.;10;0;0;10;5000152456;14/11/2025;2001;1;1;13/11/2025;AITURRIETA;;8000080341;10;1;AITURRIETA;14/11/2025;14/11/2025;;;;;4900386913;10;GQUIROGA;20/11/2025;14/11/2025;;;;;;;;;;;;;;;3;;14/11/2025;00001;SEDE;0;0;-3;-4;1;0;;;;;;;;3;;;;4;;;;;;GESTION SAN JUAN;;;;;1;
"00001 GENERAL SEDE&#160;";1000077979;10;ZPAN;PM 101 698 ITEMS LIM;;0;;;;DYANEZ;1046840;TOALLAS PAPEL X CAJA 2500UN;18;Materiales usuales;CUMPLIDO;MM01;1;18/11/2025;2/12/2025;diciembre;10136149;10;1;18/11/2025;18/11/2025;C17;4500114045;10;2001;1;MALVAREZ;27/11/2025;27/11/2025;1/12/2025;1/12/2025;C17;VALLEJOS GASTON EMILIANO;18;0;0;18;5000154434;4/12/2025;2001;1;1;3/12/2025;AITURRIETA;;8000081333;18;1;AITURRIETA;4/12/2025;4/12/2025;;;;;;0;;;;;;;;;;;;;;;;;;1;;4/12/2025;00001;SEDE;0;0;-2;0;1;0;;;;;;;;2;;;;;;;;;;GESTION SAN JUAN;;;;;1;
"00001 GENERAL SEDE&#160;";1000078115;30;ZPAN;PM 101 700 ROPA SEDE;;0;;;;DYANEZ;1011547;CHOMBA ALGODON NEGRA TALLE S C LOGO;1;Materiales usuales;CUMPLIDO;MM01;1;19/11/2025;3/12/2025;diciembre;10136389;30;1;19/11/2025;19/11/2025;C28;4500114380;10;2001;1;GJULIANI;2/12/2025;2/12/2025;19/12/2025;19/12/2025;C28;PIZARRO FLAVIA SUSANA;1;0;0;1;5000156303;19/12/2025;2001;1;1;19/12/2025;AITURRIETA;;8000082333;1;1;AITURRIETA;19/12/2025;19/12/2025;;;;;;0;;;;;;;;;;;;;;;;;;16;;19/12/2025;00001;SEDE;0;0;-17;-17;0;0;;;;;;;;17;;;;17;;;;;;GESTION SAN JUAN;;;;;1;
"00001 GENERAL SEDE&#160;";1000078115;40;ZPAN;PM 101 700 ROPA SEDE;;0;;;;DYANEZ;1011548;CHOMBA ALGODON NEGRA TALLE L C LOGO;3;Materiales usuales;CUMPLIDO;MM01;1;19/11/2025;3/12/2025;diciembre;10136389;40;1;19/11/2025;19/11/2025;C28;4500114380;20;2001;1;GJULIANI;2/12/2025;2/12/2025;19/12/2025;19/12/2025;C28;PIZARRO FLAVIA SUSANA;3;0;0;3;5000156303;19/12/2025;2001;2;1;19/12/2025;AITURRIETA;;8000082333;3;1;AITURRIETA;19/12/2025;19/12/2025;;;;;;0;;;;;;;;;;;;;;;;;;16;;19/12/2025;00001;SEDE;0;0;-17;-17;0;0;;;;;;;;17;;;;17;;;;;;GESTION SAN JUAN;;;;;1;
"00001 GENERAL SEDE&#160;";1000079809;10;ZPAN;PM 101 710 MOTOGUADA;;0;;;;DYANEZ;1012910;MOTOGUADANA  HUSQVARNA 40 CC;1;Materiales genericos;CUMPLIDO;MM01;1;17/12/2025;31/12/2025;diciembre;10138646;10;1;17/12/2025;17/12/2025;C13;4500116680;10;2001;1;MALVAREZ;5/1/2026;5/1/2026;7/1/2026;7/1/2026;C13;HERRAMIENTAS SRL;1;0;0;1;5000157561;7/1/2026;2001;1;1;6/1/2026;AITURRIETA;;8000083101;1;1;AITURRIETA;7/1/2026;7/1/2026;;;;;;0;;;;;;;;;;;;;;;;;;6;;7/1/2026;00001;SEDE;0;0;-7;-8;1;0;;;;;;;;7;;;;8;;;;;;GESTION SAN JUAN;;;;;1;
00005 TALLER;1000071538;10;ZPAN;CUBIERTA MTR PIRELLI;;0;;;;EGUEVARA;1015947;CUBIERTA MTR PIRELLI 265/65R17;2;Materiales genericos;CUMPLIDO;MM01;1;5/8/2025;26/8/2025;agosto;10127703;10;1;5/8/2025;5/8/2025;C43;4500105343;10;MM05;1;EFUNES;5/8/2025;5/8/2025;14/8/2025;29/8/2025;C43;EL SAUCE SRL;2;0;0;2;5000148181;7/10/2025;MM05;1;1;7/10/2025;HCABELLO;;8000077971;2;1;HCABELLO;7/10/2025;7/10/2025;;;;;;0;;;;;;;;;;;;;;;;;;42;;7/10/2025;00005;EQUIPOS;0;0;-43;-4;0;0;;;;;;;;;;;;;43;;;;4;GESTION SAN JUAN;;;;;;1
00005 TALLER;1000065405;10;ZPAN;INSUMOS TALLER;;0;;;;GGUEVARA;1015947;SEGURA SEGGER 62A;10;Materiales genericos;CUMPLIDO;MM01;1;21/4/2025;12/5/2025;mayo;10119673;10;1;21/4/2025;21/4/2025;C43;4500097633;10;2001;1;EFUNES;23/4/2025;23/4/2025;3/5/2025;3/5/2025;C43;RODRIGUEZ MARTINEZ EMILIO JOAQUIN;10;0;0;10;5000144538;4/9/2025;MM05;1;3;4/9/2025;HCABELLO;;8000075924;10;1;HCABELLO;4/9/2025;4/9/2025;;;;;;0;;;;;;;;;;;;;;;;;;115;;4/9/2025;00005;EQUIPOS;0;0;-116;8;0;0;;;;;;;;;;;;;116;;;;;GESTION SAN JUAN;;;;;;1
00005 TALLER;1000065405;20;ZPAN;INSUMOS TALLER;;0;;;;GGUEVARA;1015947;GUARDACABOS DE 1/4;17;Materiales genericos;CUMPLIDO;MM01;1;21/4/2025;12/5/2025;mayo;10119673;20;1;21/4/2025;21/4/2025;C43;4500097633;20;2001;1;EFUNES;23/4/2025;23/4/2025;3/5/2025;3/5/2025;C43;RODRIGUEZ MARTINEZ EMILIO JOAQUIN;17;0;0;17;5000144538;4/9/2025;MM05;2;3;4/9/2025;HCABELLO;;8000075924;17;1;HCABELLO;4/9/2025;4/9/2025;;;;;;0;;;;;;;;;;;;;;;;;;115;;4/9/2025;00005;EQUIPOS;0;0;-116;8;0;0;;;;;;;;;;;;;116;;;;;GESTION SAN JUAN;;;;;;1
00005 TALLER;1000065457;10;ZPAN;TRABAS DE CAJA DE BA;;0;;;;EGUEVARA;1015947;5801944880 - TRABA DE TAPA CAJA BATERIAS;5;Materiales genericos;CUMPLIDO;MM01;1;21/4/2025;12/5/2025;mayo;10119738;10;1;21/4/2025;22/4/2025;C43;4500097631;10;2001;1;EFUNES;23/4/2025;23/4/2025;5/5/2025;5/5/2025;C43;PIZZOLON PIETRO S.A.;5;0;0;5;5000144398;3/9/2025;MM05;1;1;3/9/2025;EGUEVARA;;8000075847;5;1;EGUEVARA;3/9/2025;3/9/2025;;;;;;0;;;;;;;;;;;;;;;;;;114;;3/9/2025;00005;EQUIPOS;0;0;-115;6;0;0;;;;;;;;;;;;;115;;;;;GESTION SAN JUAN;;;;;;1
00005 TALLER;1000072548;10;ZPAN;PUENTE GRUA 25T - SF;;0;;;;SFLORES;1015947;CONTROL REMOTO-PUENTE GRUA 25T//TALLER;1;Materiales genericos;CUMPLIDO;MR01;1;21/8/2025;4/9/2025;septiembre;10129033;10;1;21/8/2025;21/8/2025;C38;4500110270;10;MR05;2;EREGALADO;8/10/2025;8/10/2025;25/10/2025;25/10/2025;C38;MADATEC;1;0;0;1;5000148542;9/10/2025;MR05;1;1;9/10/2025;CDAVID;;;0;0;;;;;;;;;0;;;;;;;;;;;;;;;;;;35;;9/10/2025;00005;EQUIPOS;;;-36;-52;0;;;;;;;;;;;;;;36;;;;52;GESTION ROSARIO;;;;;;1
00005 TALLER;1000072586;10;ZPAN;BUZO AZUL - T.L - PE;;0;;;;EGUEVARA;1011709;BUZO ALGODON AZUL OSCURO C LOGO T L;2;Materiales usuales;CUMPLIDO;MM01;1;21/8/2025;10/9/2025;septiembre;10129083;20;1;25/8/2025;25/8/2025;C28;4500107314;10;2001;1;GJULIANI;29/8/2025;29/8/2025;9/9/2025;3/10/2025;C28;PIZARRO FLAVIA SUSANA;2;0;0;2;5000147284;29/9/2025;2001;1;1;29/9/2025;AITURRIETA;;8000077527;2;1;AITURRIETA;30/9/2025;30/9/2025;;;;;4900369444;2;BGUERRA;2/10/2025;30/9/2025;;;;;;;;;;;;;;;20;;29/9/2025;00005;SEDE;0;0;-20;-24;0;1;;;;;;;;20;;;;24;;;;;;GESTION SAN JUAN;;;;;1;
00005 TALLER;1000073366;20;ZPAN;HERRAMIENTAS/STOCK T;;0;;;;GSPINELLI;1012896;JUEGO DE CABLES PARA TESTER;10;Materiales genericos;CUMPLIDO;MR01;1;4/9/2025;18/9/2025;septiembre;10130224;10;1;4/9/2025;4/9/2025;C11;4500108081;10;2001;1;JJCABRERA;8/9/2025;8/9/2025;15/9/2025;15/9/2025;C11;CICCIOELEC SA;10;0;0;10;5000147985;6/10/2025;2001;1;2;4/10/2025;CCARRIL;;8000076585;10;2;LBARTON;13/9/2025;13/9/2025;;;;;4900372169;10;CDAVID;9/10/2025;8/10/2025;;;;;;;;;;;;;;;20;;6/10/2025;00005;SEDE;0;0;-17;2;2;-23;;;;;;;;17;;;;;;;;;;GESTION ROSARIO;1;;;1;1;
00005 TALLER;1000067373;10;ZPAN;PEDIDO DE TALLER - I;;0;;;;BGUERRA;1015947;PICO DE INFLADOR;2;Materiales genericos;CUMPLIDO;MM01;1;22/5/2025;11/6/2025;junio;10122154;10;1;22/5/2025;23/5/2025;C43;4500100268;10;MM05;1;GROSES;28/5/2025;28/5/2025;11/6/2025;11/6/2025;C43;RODRIGUEZ MARTINEZ EMILIO JOAQUIN;2;0;0;2;5000144776;5/9/2025;MM05;1;1;5/9/2025;HCABELLO;;8000076020;2;1;HCABELLO;5/9/2025;5/9/2025;;;;;;0;;;;;;;;;;;;;;;;;;86;;5/9/2025;00005;EQUIPOS;0;0;-87;-1;0;0;;;;;;;;;;;;;87;;;;1;GESTION SAN JUAN;;;;;;1
00005 TALLER;1000067570;10;ZPAN;PEDIDO DE TALLER - I;;0;;;;BGUERRA;1015947;RULEMANES SKF 6205;10;Materiales genericos;CUMPLIDO;MM01;1;26/5/2025;13/6/2025;junio;10122399;10;1;26/5/2025;27/5/2025;C43;4500100194;10;MM05;1;GROSES;28/5/2025;28/5/2025;13/6/2025;13/6/2025;C43;RODRIGUEZ MARTINEZ EMILIO JOAQUIN;10;0;0;10;5000144778;5/9/2025;MM05;1;1;5/9/2025;HCABELLO;;8000076023;10;1;HCABELLO;5/9/2025;5/9/2025;;;;;;0;;;;;;;;;;;;;;;;;;84;;5/9/2025;00005;EQUIPOS;0;0;-85;-1;0;0;;;;;;;;;;;;;85;;;;1;GESTION SAN JUAN;;;;;;1
00005 TALLER;1000067570;20;ZPAN;PEDIDO DE TALLER - I;;0;;;;BGUERRA;1015947;ESPATULA 10CM EPTL10002;1;Materiales genericos;CUMPLIDO;MM01;1;26/5/2025;13/6/2025;junio;10122399;20;1;26/5/2025;27/5/2025;C43;4500100194;20;MM05;1;GROSES;28/5/2025;28/5/2025;13/6/2025;13/6/2025;C43;RODRIGUEZ MARTINEZ EMILIO JOAQUIN;1;0;0;1;5000144778;5/9/2025;MM05;2;1;5/9/2025;HCABELLO;;8000076023;1;1;HCABELLO;5/9/2025;5/9/2025;;;;;;0;;;;;;;;;;;;;;;;;;84;;5/9/2025;00005;EQUIPOS;0;0;-85;-1;0;0;;;;;;;;;;;;;85;;;;1;GESTION SAN JUAN;;;;;;1
00005 TALLER;1000067570;30;ZPAN;PEDIDO DE TALLER - I;;0;;;;BGUERRA;1015947;ESPATULA 8CM EPTL08001;1;Materiales genericos;CUMPLIDO;MM01;1;26/5/2025;13/6/2025;junio;10122399;30;1;26/5/2025;27/5/2025;C43;4500100194;30;MM05;1;GROSES;28/5/2025;28/5/2025;13/6/2025;13/6/2025;C43;RODRIGUEZ MARTINEZ EMILIO JOAQUIN;1;0;0;1;5000144778;5/9/2025;MM05;3;1;5/9/2025;HCABELLO;;8000076023;1;1;HCABELLO;5/9/2025;5/9/2025;;;;;;0;;;;;;;;;;;;;;;;;;84;;5/9/2025;00005;EQUIPOS;0;0;-85;-1;0;0;;;;;;;;;;;;;85;;;;1;GESTION SAN JUAN;;;;;;1
00005 TALLER;1000067574;10;ZPAN;PEDIDO DE TALLER - I;;0;;;;BGUERRA;1015947;CABLE DE SOLDADOR 50MM X 7MTS;1;Materiales genericos;CUMPLIDO;MM01;1;26/5/2025;13/6/2025;junio;10122403;10;1;26/5/2025;27/5/2025;C43;4500100194;40;MM05;1;GROSES;28/5/2025;28/5/2025;13/6/2025;13/6/2025;C43;RODRIGUEZ MARTINEZ EMILIO JOAQUIN;1;0;0;1;5000144778;5/9/2025;MM05;4;1;5/9/2025;HCABELLO;;8000076057;1;1;HCABELLO;5/9/2025;5/9/2025;;;;;;0;;;;;;;;;;;;;;;;;;84;;5/9/2025;00005;EQUIPOS;0;0;-85;-1;0;0;;;;;;;;;;;;;85;;;;1;GESTION SAN JUAN;;;;;;1
00005 TALLER;1000065505;10;ZPAN;INSUMOS TALLER - ANI;;0;;;;EGUEVARA;1015947;SEG-47162 - ANILLOS SEEGER 471 Nª62;10;Materiales genericos;CUMPLIDO;MM01;1;22/4/2025;13/5/2025;mayo;10119839;10;1;22/4/2025;22/4/2025;C43;4500097560;10;MM05;1;EFUNES;22/4/2025;22/4/2025;13/5/2025;13/5/2025;C43;MEYNIEL S.R.L.;10;0;0;10;5000150776;31/10/2025;MM05;1;1;31/10/2025;GGUEVARA;;8000079434;10;1;GGUEVARA;31/10/2025;31/10/2025;;;;;;0;;;;;;;;;;;;;;;;;;171;;31/10/2025;00005;EQUIPOS;0;0;-172;-1;0;0;;;;;;;;;;;;;172;;;;1;GESTION SAN JUAN;;;;;;1
